MSSubClass,LotArea,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,TotalBsmtSF,CentralAir,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,MoSold,SaleCondition,SalePrice
20,9317,Norm,1Fam,1Story,6,5,1314,Y,1314,0,1314,0,0,2,0,3,6,1,2,440,3,Normal,176432
70,6882,Norm,1Fam,2Story,6,7,684,Y,773,582,1355,0,0,1,1,3,7,0,0,0,3,Normal,127000
120,3696,Norm,TwnhsE,1Story,8,5,1074,Y,1088,0,1088,0,0,1,1,2,5,0,2,461,10,Normal,170000
50,6000,Norm,1Fam,1.5Fin,4,6,672,Y,757,567,1324,0,0,1,0,3,6,0,1,240,7,Normal,128000
20,11880,RRAn,1Fam,1Story,7,5,1271,Y,1601,0,1601,0,0,2,0,3,7,1,2,478,4,Abnorml,157000
30,8400,Norm,1Fam,1Story,2,5,290,N,438,0,438,0,0,1,0,1,3,0,1,246,1,Normal,60000
20,9758,Norm,1Fam,1Story,5,5,950,Y,950,0,950,0,0,1,0,3,5,0,1,280,7,Normal,119500
20,7000,Norm,1Fam,1Story,5,7,1010,Y,1134,0,1134,0,0,1,0,2,6,0,1,254,4,Family,135000
20,8910,Norm,1Fam,1Story,6,6,655,Y,1194,0,1194,0,1,1,0,3,6,1,2,539,7,Normal,159500
160,2016,Norm,TwnhsE,2Story,5,5,630,Y,630,672,1302,0,0,2,1,3,6,0,2,440,4,Normal,106000
60,12256,Norm,1Fam,2Story,8,5,1463,Y,1500,1122,2622,1,0,2,1,3,9,2,2,712,4,Normal,325000
20,10357,Feedr,1Fam,1Story,7,5,910,Y,1442,0,1442,1,0,2,0,3,6,1,2,719,5,Normal,179900
60,23257,Norm,1Fam,2Story,7,5,868,Y,887,1134,2021,0,0,2,1,3,9,1,2,422,9,Partial,274725
60,8063,Norm,1Fam,2Story,6,5,924,Y,948,742,1690,0,0,2,1,3,7,1,2,463,11,Abnorml,181000
20,11362,Norm,1Fam,1Story,8,5,1836,Y,1836,0,1836,1,0,2,0,3,7,1,3,862,3,Normal,280000
60,8000,Norm,1Fam,2Story,6,5,773,Y,773,885,1658,1,0,2,1,3,8,1,2,431,6,Normal,188000
60,10480,Norm,1Fam,2Story,7,6,803,Y,1098,866,1964,0,0,2,1,4,8,1,2,483,9,Normal,205000
20,7100,Norm,1Fam,1Story,5,7,816,Y,816,0,816,1,0,1,0,2,5,0,1,308,7,Normal,129900
20,8923,Norm,1Fam,1Story,5,7,1008,Y,1008,0,1008,1,0,1,0,2,6,0,1,240,5,Normal,134500
20,5400,Norm,1Fam,1Story,5,7,833,Y,833,0,833,0,0,1,0,2,4,0,1,326,8,Normal,117000
20,12085,Norm,1Fam,1Story,8,5,1734,Y,1734,0,1734,1,0,2,0,3,7,1,3,928,11,Partial,318000
80,7750,Norm,1Fam,SLvl,8,5,408,Y,779,640,1419,1,0,2,1,3,7,1,2,527,3,Normal,184100
20,9764,Feedr,1Fam,1Story,5,7,894,Y,894,0,894,1,0,1,0,3,5,0,2,450,5,Normal,130000
80,13825,Norm,1Fam,SLvl,5,6,533,Y,1021,580,1601,0,1,1,0,3,6,0,1,300,12,Normal,140000
20,7560,Norm,1Fam,1Story,5,5,1040,Y,1040,0,1040,0,0,1,0,3,6,0,1,286,7,Normal,133700
30,8263,Norm,1Fam,1Story,6,5,1012,Y,1012,0,1012,0,0,1,0,2,6,1,1,308,5,Normal,118400
20,10084,Norm,1Fam,1Story,7,5,1552,Y,1552,0,1552,0,0,2,0,3,7,0,3,782,7,Partial,212900
20,8926,Norm,1Fam,1Story,4,3,672,Y,960,0,960,0,0,1,0,3,5,0,1,288,10,Abnorml,112000
20,9405,Norm,1Fam,1Story,5,9,698,Y,698,0,698,0,1,1,0,2,4,0,0,0,6,Normal,118000
80,9125,Norm,1Fam,SLvl,7,5,384,Y,812,670,1482,0,0,2,1,3,7,1,2,392,7,Normal,163900
20,10434,Norm,1Fam,1Story,4,5,1005,Y,1005,0,1005,0,0,1,0,2,5,1,2,672,11,Normal,115000
120,3684,Norm,TwnhsE,1Story,7,5,1373,Y,1555,0,1555,0,0,2,0,2,7,1,3,660,6,Normal,174000
20,14572,Norm,1Fam,1Story,7,5,1530,Y,1530,0,1530,1,0,2,0,3,7,1,3,630,11,Family,259000
60,11796,Norm,1Fam,2Story,7,5,847,Y,847,1112,1959,0,0,2,1,4,8,1,2,434,7,Normal,215000
90,7200,Norm,Duplex,SFoyer,5,5,936,Y,936,0,936,1,0,1,0,2,4,0,2,672,8,Normal,140000
50,7804,Norm,1Fam,1.5Fin,4,3,1122,Y,1328,653,1981,1,0,2,0,4,7,2,2,576,12,Normal,135000
20,10712,Norm,1Fam,1Story,5,5,974,Y,974,0,974,0,0,1,0,3,5,0,0,0,9,Abnorml,93500
70,9900,Norm,1Fam,2Story,6,4,1008,Y,1178,1032,2210,0,0,2,0,5,8,0,1,205,5,Normal,117500
60,9828,Norm,1Fam,2Story,8,5,1128,Y,1142,878,2020,0,0,2,1,3,8,1,2,466,6,Normal,239500
60,8773,Norm,1Fam,2Story,6,5,916,Y,916,684,1600,0,0,2,1,3,7,1,2,460,8,Normal,169000
30,6180,Norm,1Fam,1Story,6,5,960,N,986,0,986,0,0,1,0,2,5,1,1,180,5,Normal,102000
50,9600,Norm,1Fam,1.5Fin,6,5,1032,Y,1032,220,1252,0,0,1,0,3,6,0,1,288,4,Abnorml,119000
50,6342,Feedr,1Fam,1.5Fin,5,8,780,N,780,240,1020,0,0,1,0,2,6,0,0,0,5,Normal,94000
20,9819,Norm,1Fam,1Story,6,5,1567,Y,1567,0,1567,1,0,2,0,2,5,2,2,714,5,Normal,196000
30,8731,Norm,1Fam,1Story,5,5,915,Y,1167,0,1167,0,0,1,0,3,6,1,2,495,5,Normal,144000
20,7350,Norm,1Fam,1Story,5,7,952,Y,952,0,952,1,0,1,0,2,4,0,2,840,6,Abnorml,139000
60,10304,PosN,1Fam,2Story,5,7,780,Y,1088,780,1868,1,0,2,1,4,9,1,2,484,10,Normal,197500
60,9965,Norm,1Fam,2Story,8,5,1466,Y,1466,1362,2828,1,0,3,0,4,11,1,3,1052,4,Partial,424870
20,9000,Norm,1Fam,1Story,5,3,1006,Y,1006,0,1006,0,0,1,0,3,5,0,0,0,7,Normal,80000
190,12180,Norm,2fmCon,1.5Fin,4,4,672,N,672,252,924,1,0,1,0,2,5,0,1,280,7,Normal,80000
50,6240,Norm,1Fam,1.5Fin,5,6,1042,Y,1042,534,1576,0,0,1,0,3,8,1,1,225,8,Family,149000
20,11200,Norm,1Fam,1Story,6,5,1298,Y,1298,0,1298,1,0,2,0,3,5,1,2,403,5,Normal,180000
70,12000,Norm,1Fam,2Story,7,7,704,Y,860,704,1564,0,0,1,1,3,7,1,1,234,7,Normal,174500
50,5700,Norm,1Fam,1.5Fin,7,7,572,Y,572,539,1111,0,0,1,0,2,5,1,1,288,8,Normal,116900
70,9000,Artery,1Fam,2Story,7,9,650,Y,832,650,1482,0,1,1,0,3,7,0,2,324,7,Normal,143000
20,8280,Norm,1Fam,1Story,6,5,932,Y,932,0,932,0,0,1,0,2,4,1,1,306,11,Normal,124000
20,17755,Norm,1Fam,1Story,5,4,1466,Y,1466,0,1466,0,0,1,1,3,6,2,2,528,11,Normal,149900
20,14115,Norm,1Fam,1Story,6,7,1073,Y,1811,0,1811,0,0,1,0,2,6,1,2,470,7,Abnorml,230000
30,5890,Norm,1Fam,1Story,6,8,816,Y,816,0,816,0,0,1,0,2,5,0,1,432,6,Normal,120500
60,13700,Norm,1Fam,2Story,7,6,864,Y,902,918,1820,0,0,1,2,4,8,2,2,492,5,Normal,201800
20,10768,Norm,1Fam,1Story,5,8,1437,Y,1437,0,1437,1,0,2,0,3,6,1,2,528,7,Normal,218000
80,9350,Norm,1Fam,SLvl,5,8,1219,Y,1265,0,1265,0,1,2,0,3,6,1,2,502,10,Normal,179900
120,5001,Norm,Twnhs,1Story,7,5,1314,Y,1314,0,1314,1,0,2,0,2,6,1,2,626,7,Normal,230000
20,11932,Feedr,1Fam,1Story,8,5,1580,Y,1580,0,1580,0,0,2,0,3,7,0,3,830,6,Partial,235128
60,9120,Norm,1Fam,2Story,6,6,901,Y,943,933,1876,0,0,2,1,4,8,1,2,540,7,Normal,185000
160,2280,Norm,Twnhs,2Story,6,5,855,Y,855,601,1456,0,0,2,1,3,7,1,2,440,7,Normal,146000
20,14778,PosN,1Fam,1Story,6,7,1296,Y,1640,0,1640,1,0,1,0,3,7,1,2,924,11,Normal,224000
20,8724,Norm,1Fam,1Story,5,5,894,Y,894,0,894,0,0,1,0,3,5,1,2,450,5,Normal,129000
90,12900,Feedr,Duplex,SFoyer,4,4,1198,Y,1258,0,1258,2,0,0,2,0,6,0,2,400,1,Alloca,108959
80,16157,Feedr,1Fam,SLvl,5,7,1360,Y,1432,0,1432,1,0,1,1,2,5,1,2,588,6,Normal,194000
20,9541,Norm,1Fam,1Story,7,5,1502,Y,1502,0,1502,0,0,2,0,3,7,0,2,644,9,Partial,233170
20,10475,Norm,1Fam,1Story,8,5,1694,Y,1694,0,1694,0,0,2,0,3,7,0,3,776,2,Normal,245350
60,10852,RRAn,1Fam,2Story,6,5,959,Y,959,712,1671,1,0,2,1,3,7,1,2,472,2,Normal,173000
70,13728,Norm,1Fam,2Story,6,7,1127,Y,1236,872,2108,0,0,2,0,4,7,2,2,540,7,Normal,235000
60,35760,Norm,1Fam,2Story,10,5,1930,Y,1831,1796,3627,1,0,3,1,4,10,1,3,807,7,Normal,625000
80,9880,Norm,1Fam,SLvl,6,6,1096,Y,1118,0,1118,1,0,1,0,3,6,1,1,358,7,Normal,171000
20,9120,Norm,1Fam,1Story,6,6,1261,Y,1261,0,1261,1,0,1,0,3,6,1,2,433,11,Normal,163000
160,4017,Norm,TwnhsE,2Story,7,5,625,Y,625,625,1250,0,0,2,1,2,5,0,2,625,3,Normal,171900
50,18030,Norm,1Fam,1.5Fin,5,6,1598,Y,1636,971,3086,0,0,3,0,3,12,1,0,0,3,Normal,200500
70,16560,Norm,1Fam,2Story,6,8,952,Y,1170,1175,2345,0,0,2,1,4,9,1,2,360,7,Normal,239000
50,10678,Norm,1Fam,1.5Fin,8,5,1683,Y,2129,743,2872,0,0,2,1,4,9,1,2,541,4,Normal,285000
20,6951,Norm,1Fam,1Story,5,5,876,Y,923,0,923,1,0,1,0,3,5,0,1,264,10,Normal,119500
50,3950,Artery,1Fam,1.5Fin,6,8,818,Y,818,406,1224,0,0,1,0,3,5,0,1,210,12,Normal,115000
50,7681,Norm,1Fam,1.5Fin,5,6,731,Y,820,523,1343,0,0,1,1,3,7,1,1,186,7,Normal,154900
20,8335,Norm,1Fam,1Story,5,5,0,Y,1124,0,1124,0,0,1,0,3,5,1,0,0,4,Normal,93000
60,11170,Norm,1Fam,2Story,7,5,1216,Y,1298,1216,2514,0,0,2,1,4,8,0,2,693,4,Normal,250000
120,5587,Norm,TwnhsE,1Story,8,5,1600,Y,1652,0,1652,1,1,2,0,2,5,1,2,482,11,Partial,392500
60,15623,Norm,1Fam,2Story,10,5,2396,Y,2411,2065,4476,1,0,3,1,4,10,2,3,813,7,Abnorml,745000
30,10800,Norm,1Fam,1Story,5,6,1120,Y,1130,0,1130,1,0,1,0,2,5,1,2,720,6,Normal,120000
20,35133,Norm,1Fam,1Story,5,4,1572,Y,1572,0,1572,1,0,1,1,3,5,2,3,995,5,Normal,186700
50,9738,Norm,1Fam,1.5Fin,5,7,784,Y,949,272,1221,1,0,1,0,4,7,0,1,392,3,Normal,104900
190,10615,Artery,2fmCon,2Story,3,5,978,Y,1014,685,1699,1,0,2,0,3,7,0,2,420,8,Abnorml,95000
20,12461,Norm,1Fam,1Story,8,5,1624,Y,1624,0,1624,1,0,2,0,2,5,1,3,757,7,Normal,262000
60,8935,Norm,1Fam,2Story,7,5,831,Y,831,829,1660,0,0,2,1,3,7,0,2,493,7,Normal,195000
60,7500,Norm,1Fam,2Story,7,5,994,Y,1028,776,1804,0,0,2,1,3,7,1,2,442,6,Normal,189000
190,32463,Norm,2fmCon,1Story,4,4,1249,Y,1622,0,1622,1,0,1,0,3,7,1,4,1356,3,Normal,168000
160,2645,Norm,Twnhs,2Story,8,5,776,Y,764,677,1441,0,0,2,1,2,5,0,2,492,11,Normal,174000
50,9600,Norm,1Fam,1.5Fin,5,8,702,Y,842,630,1472,0,0,1,0,3,6,0,1,250,7,Normal,125000
120,4500,Norm,TwnhsE,1Story,6,5,1224,Y,1224,0,1224,1,0,2,0,2,5,0,2,402,6,Normal,165000
60,9364,Norm,1Fam,2Story,6,7,663,Y,663,689,1352,0,0,1,1,4,7,0,1,299,3,Normal,158000
60,8029,Norm,1Fam,2Story,6,5,728,Y,728,728,1456,0,0,2,1,3,8,0,2,400,7,Normal,176000
60,14054,Norm,1Fam,2Story,7,5,879,Y,879,984,1863,0,0,2,1,4,9,1,3,660,11,Partial,219210
75,8850,Norm,1Fam,2.5Unf,7,6,815,Y,815,875,1690,0,0,1,0,3,7,1,1,225,7,Normal,144000
20,9100,Norm,1Fam,1Story,7,5,1212,Y,1212,0,1212,0,0,2,0,3,6,0,2,573,6,Normal,178000
20,11235,Norm,1Fam,1Story,4,5,1051,Y,1382,0,1382,0,0,1,1,3,6,1,2,459,10,Normal,148000
20,9353,Norm,1Fam,1Story,4,5,864,Y,864,0,864,0,0,1,0,3,5,0,1,280,7,Abnorml,116050
60,10400,Norm,1Fam,2Story,7,5,866,Y,866,913,1779,0,0,2,1,3,6,0,2,546,3,Normal,197900
50,6000,Norm,1Fam,1.5Fin,5,8,884,Y,884,464,1348,1,0,1,0,3,5,1,1,216,5,Normal,117000
20,9750,Norm,1Fam,1Story,7,5,1630,Y,1630,0,1630,0,0,2,0,3,6,1,2,451,10,Normal,213000
20,10140,Norm,1Fam,1Story,5,6,1056,Y,1074,0,1074,1,0,1,1,3,6,0,2,495,7,Normal,153500
20,14684,Norm,1Fam,1Story,7,7,2158,Y,2196,0,2196,0,0,2,0,3,7,1,3,701,6,Normal,271900
20,8900,Norm,1Fam,1Story,4,4,1056,Y,1056,0,1056,1,0,1,0,2,5,0,1,384,11,Normal,107000
20,9135,Norm,1Fam,1Story,6,5,1682,Y,1700,0,1700,1,0,2,0,3,7,0,2,544,5,Normal,200000
20,7763,Norm,1Fam,1Story,5,7,931,Y,1283,0,1283,1,0,1,0,3,6,0,2,506,10,Normal,140000
20,10182,RRNn,1Fam,1Story,8,5,1660,Y,1660,0,1660,1,0,2,0,3,8,1,2,500,5,Partial,290000
60,11218,Norm,1Fam,2Story,6,5,1055,Y,1055,790,1845,0,0,2,1,3,8,1,2,462,5,Normal,189000
50,12134,Norm,1Fam,1.5Fin,8,7,559,Y,1080,672,1752,0,0,2,0,4,8,0,2,492,6,Normal,164000
30,9340,Norm,1Fam,1Story,4,6,672,Y,672,0,672,1,0,1,0,2,4,0,1,234,8,Normal,113000
80,10246,Norm,1Fam,SLvl,4,9,648,Y,960,0,960,1,1,0,0,0,3,0,1,364,5,Normal,145000
85,10205,Norm,1Fam,SFoyer,5,5,925,Y,999,0,999,1,0,1,0,3,6,0,1,300,5,Normal,134500
20,7094,Norm,1Fam,1Story,5,5,894,Y,894,0,894,0,0,1,0,3,5,0,1,384,5,Normal,125000
90,8930,RRAe,Duplex,1.5Fin,6,5,0,Y,1318,584,1902,0,0,2,0,4,8,0,2,539,4,Normal,112000
20,8640,Norm,1Fam,1Story,8,5,1300,Y,1314,0,1314,1,0,2,0,3,6,0,2,552,9,Partial,229456
50,6240,Norm,1Fam,1.5Fin,4,5,0,N,672,240,912,0,0,1,0,2,3,0,0,0,7,Normal,80500
160,1680,Norm,Twnhs,2Story,6,5,672,Y,672,546,1218,0,0,1,1,3,7,0,0,0,4,Abnorml,91500
20,7800,Norm,1Fam,1Story,5,5,912,Y,912,0,912,0,0,1,0,2,5,0,1,288,11,Abnorml,115000
20,8250,Feedr,1Fam,1Story,5,5,952,Y,1211,0,1211,0,0,1,0,3,5,1,1,322,8,Normal,134000
50,10496,Artery,1Fam,1.5Fin,6,6,1040,Y,1168,678,1846,0,0,2,0,3,7,1,1,315,1,Normal,143000
20,10680,Norm,1Fam,1Story,5,3,2136,N,2136,0,2136,0,0,2,0,4,7,0,2,528,10,Normal,137900
60,15384,RRAn,1Fam,2Story,7,5,788,Y,788,702,1490,1,0,2,1,3,8,1,2,388,2,Normal,184000
80,10482,Norm,1Fam,SLvl,6,8,588,Y,1138,0,1138,0,1,1,0,3,6,0,1,264,6,Normal,145000
60,14598,Feedr,1Fam,2Story,6,5,894,Y,894,1039,1933,0,0,2,1,4,9,1,3,668,1,Normal,214000
20,8872,Norm,1Fam,1Story,5,8,912,Y,912,0,912,1,0,1,0,2,5,0,2,576,12,Normal,147000
120,8769,Norm,TwnhsE,1Story,9,5,1702,Y,1702,0,1702,1,0,1,1,1,7,1,3,1052,10,Partial,367294
80,7910,Norm,1Fam,SLvl,5,5,1075,Y,1507,0,1507,0,0,2,0,4,7,0,1,404,8,Normal,127000
90,18890,Feedr,Duplex,1.5Fin,5,5,1361,Y,1361,1259,2620,0,0,2,2,4,12,1,2,600,8,Normal,190000
90,7728,Norm,Duplex,SLvl,5,6,1106,Y,1190,0,1190,1,0,1,0,3,6,0,2,540,5,Normal,132500
90,9842,Norm,Duplex,1Story,4,5,0,Y,1224,0,1224,0,0,2,0,2,6,0,2,462,3,Normal,101800
20,12160,Norm,1Fam,1Story,5,5,1188,Y,1188,0,1188,1,0,1,0,3,6,0,2,531,5,Abnorml,142000
70,8525,Norm,1Fam,2Story,5,6,940,N,1024,940,1964,0,0,1,1,4,7,0,0,0,11,Abnorml,130000
70,13132,Norm,1Fam,2Story,5,5,747,Y,892,892,1784,0,0,1,1,4,9,0,1,180,7,Normal,138887
160,2628,Norm,Twnhs,2Story,7,5,764,Y,764,862,1626,0,0,2,1,2,6,0,2,474,6,Normal,175500
60,12393,Norm,1Fam,2Story,7,5,847,Y,847,1101,1948,0,0,2,1,4,8,1,2,434,9,Normal,195000
20,13072,RRAe,1Fam,1Story,6,5,1141,Y,1141,0,1141,0,0,1,1,3,6,0,2,484,3,Abnorml,142500
20,9037,Norm,1Fam,1Story,8,5,1476,Y,1484,0,1484,0,0,2,0,2,6,1,2,472,12,Normal,265900
60,8158,Norm,1Fam,2Story,7,5,884,Y,884,884,1768,1,0,2,1,3,8,0,2,543,7,Normal,224900
20,9849,Norm,1Fam,1Story,7,6,1689,Y,1689,0,1689,0,0,2,0,3,7,0,3,954,6,Partial,248328
85,10625,Norm,1Fam,SFoyer,7,6,1053,Y,1173,0,1173,1,0,2,0,3,6,2,2,528,1,Family,170000
20,13891,Norm,1Fam,1Story,10,5,2076,Y,2076,0,2076,1,0,2,1,2,7,1,3,850,9,Partial,465000
70,11435,Norm,1Fam,2Story,8,7,792,Y,792,725,1517,0,0,1,0,3,7,2,2,400,6,Normal,230000
80,12090,Norm,1Fam,SLvl,6,7,585,Y,1140,728,1868,0,0,3,1,3,7,1,2,477,1,Abnorml,178000
60,8125,Norm,1Fam,2Story,7,5,756,Y,756,797,1553,0,0,2,1,3,6,0,2,615,3,Partial,186500
80,12328,Norm,1Fam,SLvl,6,5,1012,Y,1034,0,1034,1,0,1,0,3,6,0,3,888,5,Normal,169900
75,9600,Norm,1Fam,2.5Unf,6,5,735,N,1134,924,2058,0,0,1,1,3,8,1,2,396,4,Normal,129500
20,7200,Norm,1Fam,1Story,5,7,876,Y,988,0,988,0,0,1,0,3,6,0,1,276,5,Normal,119000
20,11160,Norm,1Fam,1Story,7,5,2110,Y,2110,0,2110,1,0,2,1,3,8,2,2,522,4,Normal,244000
120,3136,Norm,TwnhsE,1Story,7,5,1405,Y,1405,0,1405,0,0,2,0,2,6,1,2,478,3,Normal,171750
20,9858,Norm,1Fam,1Story,5,6,864,Y,874,0,874,1,0,1,0,3,5,0,1,288,11,Normal,130000
60,17542,Norm,1Fam,2Story,7,7,1192,Y,1516,651,2167,1,0,2,1,3,9,2,2,518,7,Normal,294000
60,6931,Norm,1Fam,2Story,7,5,746,Y,760,896,1656,0,0,2,1,3,7,1,2,397,7,Normal,165400
50,6240,Norm,1Fam,1.5Fin,6,6,884,Y,959,408,1367,0,0,1,0,3,6,1,1,560,11,Normal,127500
20,14303,Norm,1Fam,1Story,8,5,1986,Y,1987,0,1987,1,0,2,0,2,7,1,2,691,8,Normal,301500
30,4060,Feedr,1Fam,1Story,5,8,864,Y,864,0,864,0,0,1,0,2,4,0,0,0,7,Normal,99900
80,9587,Norm,1Fam,SLvl,7,5,856,Y,1166,0,1166,1,0,2,0,2,5,0,2,400,7,Normal,190000
20,9750,Norm,1Fam,1Story,6,8,1054,Y,1054,0,1054,1,0,1,1,3,6,0,2,460,7,Normal,151000
60,24682,RRAn,1Fam,2Story,6,5,841,Y,892,783,1675,0,0,2,1,3,7,1,2,502,6,Normal,181000
20,9600,Norm,1Fam,1Story,5,6,1050,Y,1050,0,1050,0,0,1,0,2,5,0,1,338,6,Normal,128900
50,11250,Norm,1Fam,1.5Fin,4,5,1104,Y,1104,684,1788,1,0,1,0,5,8,2,1,304,11,Normal,161500
70,13515,Norm,1Fam,2Story,6,6,764,Y,1060,764,1824,0,0,1,0,3,8,1,2,520,7,Normal,180500
120,4060,Norm,TwnhsE,1Story,6,5,1405,Y,1337,0,1337,1,0,2,0,2,5,0,2,511,8,Abnorml,181000
160,3735,Norm,TwnhsE,2Story,7,5,691,Y,713,739,1452,1,0,2,1,3,6,0,2,506,3,Normal,183900
190,10120,Feedr,2fmCon,2.5Unf,7,4,925,N,964,925,1889,0,0,1,1,4,9,1,1,308,1,Normal,122000
20,13214,Norm,1Fam,1Story,9,5,2002,Y,2018,0,2018,0,0,2,0,3,10,1,3,746,5,Normal,378500
50,14100,Norm,1Fam,1.5Fin,8,9,728,Y,1968,1479,3447,0,0,3,1,4,11,2,3,1014,5,Normal,381000
50,11344,Feedr,1Fam,1.5Fin,5,5,874,Y,874,650,1524,0,0,1,1,3,7,0,1,315,7,Normal,144000
40,23595,Norm,1Fam,1Story,7,6,1332,Y,1332,192,1524,2,0,0,1,0,4,1,2,586,4,Normal,260000
20,9156,PosN,1Fam,1Story,6,7,1489,Y,1489,0,1489,0,0,2,0,3,7,1,2,462,8,Normal,185750
20,13526,Norm,1Fam,1Story,5,6,935,Y,935,0,935,1,0,1,0,3,5,0,1,288,11,Normal,137000
80,11512,Norm,1Fam,SLvl,6,7,1019,Y,1357,0,1357,1,0,1,0,2,5,1,1,312,5,Normal,177000
50,5362,Norm,1Fam,1.5Fin,5,6,661,Y,661,589,1250,0,0,2,0,3,8,1,2,552,11,Normal,139000
90,11345,Feedr,Duplex,2Story,5,5,928,Y,928,992,1920,0,0,2,0,4,10,0,2,400,7,Normal,137000
60,12936,Norm,1Fam,2Story,6,6,723,Y,735,660,1395,0,1,1,1,3,6,1,2,497,12,Normal,162000
80,17871,Norm,1Fam,SLvl,6,5,1680,Y,1724,0,1724,1,0,1,1,3,7,1,2,480,6,Normal,197900
60,9473,Norm,1Fam,2Story,8,5,1128,Y,1128,903,2031,1,0,2,1,3,7,1,2,577,3,Normal,237000
50,7500,Norm,1Fam,1.5Fin,4,4,698,Y,698,430,1128,0,0,1,0,2,6,0,2,528,4,Abnorml,68400
20,9808,Norm,1Fam,1Story,7,5,1573,Y,1573,0,1573,1,0,2,0,3,6,0,2,544,3,Normal,227000
20,8049,Norm,1Fam,1Story,7,5,1309,Y,1339,0,1339,1,0,2,0,2,6,1,2,484,7,Normal,180000
20,8800,Norm,1Fam,1Story,5,7,1040,Y,1040,0,1040,0,0,2,0,3,5,0,2,484,9,Normal,150500
90,9400,Norm,Duplex,2Story,6,5,912,Y,912,912,1824,0,0,2,2,4,8,0,0,0,4,Normal,139000
50,9638,Feedr,1Fam,1.5Fin,6,7,804,Y,1699,748,2447,0,0,2,0,4,10,1,1,336,3,Normal,169000
50,6000,Norm,1Fam,1.5Fin,6,6,780,Y,825,587,1412,0,0,1,0,4,6,1,1,280,5,Normal,132500
20,9790,Feedr,1Fam,1Story,6,5,1328,Y,1328,0,1328,1,0,1,1,3,6,2,2,528,6,Normal,143000
20,36500,Norm,1Fam,1Story,5,5,1624,Y,1582,0,1582,0,1,2,0,4,7,0,2,390,6,Normal,190000
120,5664,Norm,TwnhsE,1Story,8,5,1501,Y,1659,0,1659,1,0,2,0,2,5,1,2,499,10,Normal,278000
60,11065,Norm,1Fam,2Story,8,5,1085,Y,1120,850,1970,0,0,2,1,3,8,1,3,753,10,Partial,281000
80,14112,Norm,1Fam,SLvl,5,7,1152,Y,1152,0,1152,1,0,1,0,3,6,1,2,484,4,Normal,180500
160,1680,Norm,Twnhs,2Story,5,7,630,Y,630,672,1302,0,0,2,1,3,6,0,1,264,2,Normal,119500
70,6600,Norm,1Fam,2Story,5,4,994,N,1378,994,2372,0,0,2,0,4,11,0,1,432,12,Normal,107500
60,10140,Norm,1Fam,2Story,7,5,832,Y,832,832,1664,0,0,2,1,4,8,1,2,528,3,Normal,162900
20,8172,Norm,1Fam,1Story,5,7,864,Y,864,0,864,1,0,1,0,2,5,0,2,572,4,Normal,115000
20,8400,Feedr,1Fam,1Story,5,5,1052,Y,1052,0,1052,1,0,1,1,3,5,0,1,288,11,Normal,138500
20,8700,Norm,1Fam,1Story,5,6,1120,Y,1128,0,1128,1,0,2,0,3,6,0,2,525,12,Normal,155000
180,3675,Norm,TwnhsE,SFoyer,6,5,547,Y,1072,0,1072,1,0,2,0,2,5,0,2,525,6,Partial,140000
60,63887,Feedr,1Fam,2Story,10,5,6110,Y,4692,950,5642,2,0,2,1,3,12,3,2,1418,1,Partial,160000
20,7500,Norm,1Fam,1Story,5,7,1246,Y,1246,0,1246,1,0,1,1,3,6,0,1,305,5,Normal,154000
60,10762,Norm,1Fam,2Story,7,5,978,Y,1005,978,1983,0,0,2,1,3,9,1,2,490,5,Normal,225000
70,7500,Norm,1Fam,2Story,6,7,771,Y,753,741,1494,0,0,1,0,3,7,2,1,213,11,Normal,177500
60,10120,Norm,1Fam,2Story,8,5,1165,Y,1203,1323,2526,1,0,2,1,4,8,1,3,844,12,Normal,290000
20,8688,Norm,1Fam,1Story,7,5,1616,Y,1616,0,1616,0,0,2,0,3,7,0,3,834,4,Normal,232000
160,3363,Norm,TwnhsE,2Story,7,5,976,Y,976,732,1708,0,0,2,0,3,7,0,2,380,4,Normal,130000
20,13173,Norm,1Fam,1Story,9,5,1652,Y,1652,0,1652,1,0,2,0,2,6,2,2,840,11,Normal,325000
120,6955,Norm,TwnhsE,1Story,7,5,1368,Y,1368,0,1368,0,0,2,0,2,6,1,2,474,9,Partial,202500
20,8072,Norm,1Fam,1Story,5,5,990,Y,990,0,990,1,0,1,0,3,5,0,2,480,5,Normal,138000
20,12000,Norm,1Fam,1Story,5,7,924,Y,1122,0,1122,1,0,1,0,2,6,0,2,528,5,Normal,147000
20,7153,Norm,1Fam,1Story,6,5,1278,Y,1294,0,1294,1,0,2,0,3,6,0,2,496,6,Normal,179200
20,17500,PosA,1Fam,1Story,7,8,1902,Y,1902,0,1902,1,0,2,0,3,7,2,2,567,5,Normal,335000
20,8814,Norm,1Fam,1Story,7,5,1274,Y,1274,0,1274,1,0,2,0,3,6,0,2,508,1,Partial,203000
60,9572,Norm,1Fam,2Story,8,5,1453,Y,1453,1357,2810,0,0,2,1,4,9,1,2,750,6,Normal,302000
60,14774,Norm,1Fam,2Story,9,5,1393,Y,1422,1177,2599,0,0,2,1,4,10,1,3,779,5,Normal,333168
